Bedrooms,Bathrooms,SquareFootage,LotSize,YearBuilt,Location,ProximityToAmenities,CrimeRate,SchoolQuality,AvgIncome,PropertyTaxRate,HOAFees,HouseStyle,GarageSpaces,Basement,Fireplaces,HeatingType,CoolingType,RoofQuality,ExteriorQuality,KitchenQuality,TotalRooms,LotConfig,Neighborhood,ConditionOfHouse,DistanceToWork,AccessToPublicTransport,WalkScore,EnergyEfficiency,RenovatedYear,Age,SalePrice
5,1,3839,0.576953324291082,1918,Rural,1.7109246250168049,10.456286475434151,6,57738,2.412882902121367,231.9171714750261,Colonial,0,No,0,Solar,Window,1,4,3,7,FR2,Central,6,28.069783927958433,1,26,3.4049208652853427,2007.0,104,689705.3239593814
3,2,4291,0.7604046322714039,1966,Suburban,1.4627496210136368,88.10040848147078,5,164997,1.6758681467828345,380.53019198373806,Colonial,0,Yes,0,Electric,None,1,2,4,10,FR2,East,1,7.553855901114583,8,88,3.1777437502669126,2010.0,56,869281.1600945926
4,2,618,0.8197456573645547,1907,Urban,1.0037324338628983,52.749594455826156,5,169535,1.2933852090006415,262.29278953676214,Cape Cod,1,No,1,Solar,Window,2,3,3,14,CulDSac,West,4,4.9966552377024716,2,47,2.61346913184336,2015.0,115,130771.36044549833
5,3,4003,0.443136092054756,1907,Suburban,2.5378304916847245,82.483715939574,4,87153,2.0565650684047982,111.37438513685194,Colonial,1,Yes,1,Gas,Window,1,4,4,11,FR3,South,9,26.148647825469265,5,35,3.4313555351396605,1979.0,115,743703.7976874042
4,2,3604,0.24395823120983084,2018,Rural,1.4521492579702193,85.6612336224926,2,91009,2.1318993899403136,168.82808440046975,Bungalow,0,No,2,Electric,Central,2,2,4,9,FR3,Central,4,28.284501075609203,6,48,5.14853288461121,2014.0,4,717296.919445761
3,2,1732,0.09022516483376464,2021,Suburban,3.6819507107834677,92.76745414995192,6,117938,2.4234894421020057,245.17522052783042,Ranch,0,Yes,2,Electric,Window,3,1,1,9,Corner,East,2,14.894650333141989,8,30,8.54869024783276,2002.0,1,451315.1312102121
3,3,3939,0.6007398492423636,1983,Suburban,0.4754497697617933,94.98292054863657,9,129546,0.8917732394072979,158.44277608613538,Cape Cod,2,No,0,Gas,None,1,1,2,6,Corner,South,6,3.8988885568765332,3,43,7.420326623937563,1958.0,39,814185.0337869412
4,2,3911,0.48026551675423024,1946,Urban,3.3537618622454564,55.48257965033062,1,86271,2.3537931308174755,167.76384567494918,Ranch,3,Yes,1,Electric,None,3,1,3,8,FR3,West,2,14.818954828670652,9,58,8.352497040162337,1986.0,76,714343.1071538476
1,3,3972,0.9513071753922254,1903,Suburban,1.2640440713820726,34.10201722560339,7,39797,1.9985709802760463,168.6964156243832,Bungalow,1,Yes,2,Oil,None,1,4,1,13,Inside,Central,3,3.7285781495464283,5,22,8.836037445630863,1979.0,119,720693.8405987937
2,3,1587,0.1075746623291643,1950,Suburban,2.497468379152856,96.18648743479986,6,116130,0.6439296632569929,61.41998942855209,Colonial,1,No,2,Oil,None,1,1,4,5,FR3,South,7,26.55397457166955,8,98,4.161504560976073,1977.0,72,345033.7968877699
1,2,3921,0.7011255762737054,1984,Suburban,1.5018406179531771,54.740640600122525,3,101942,2.4436140706335276,42.32130360612568,Contemporary,1,No,2,Electric,Central,3,1,1,8,CulDSac,West,4,21.390428086179373,4,67,3.4602628402674718,1973.0,38,773254.5032048968
1,2,773,0.07371791101405431,1966,Urban,3.641566512452899,6.425272295461104,1,148065,1.4577007033329625,23.248019845652166,Bungalow,1,No,2,Gas,Window,3,2,3,8,Corner,West,1,7.613542022445117,9,91,0.5762338168416181,1980.0,56,166370.6993893299
1,1,4341,0.21286246787501562,1944,Rural,4.73200449723302,64.2776550059865,4,43965,1.3259523358240939,55.47813051716838,Contemporary,0,Yes,0,Solar,Central,2,2,2,10,Corner,East,9,26.65737545284521,8,41,9.304916218764344,1965.0,78,768894.6530873701
5,3,3652,0.4809000499266924,1907,Rural,4.593676219402085,58.76847503950108,9,43733,1.620187878954086,171.853546067809,Ranch,0,Yes,1,Gas,None,2,2,1,7,Corner,West,6,19.31810100695492,5,41,0.6582301793814394,1993.0,115,693630.8487571118
3,1,1326,0.4821288206627248,1986,Suburban,2.9587884542060467,89.5792872894706,2,157182,1.3654376932653227,296.93590289152854,Cape Cod,2,Yes,0,Oil,Window,3,4,3,14,FR3,West,9,28.62126843326562,3,12,7.411355153704704,1997.0,36,322344.51823230856
1,2,4360,0.7014155157869617,1915,Urban,2.366790485959194,65.31871891578125,3,187998,1.3457139805247726,94.07346360470447,Colonial,1,No,2,Electric,Central,1,3,4,9,Corner,North,3,29.42415554581114,1,0,3.7810830446558716,1966.0,107,746773.4279056229
3,1,2475,0.9147023831243688,1976,Suburban,4.109672496252971,34.905242446155135,2,189855,2.520194169251564,444.00442300131897,Bungalow,1,Yes,2,Gas,Window,2,1,1,12,Corner,West,5,0.5968127824536837,5,75,9.487807744991862,2000.0,46,492004.52466807363
4,3,4633,0.6570805509691748,1966,Rural,3.448299176875877,96.62257257058204,2,113360,0.8112631359142306,404.1912156197247,Colonial,0,No,1,Solar,None,1,1,2,7,FR3,Central,9,4.0463191663126,5,52,4.19602020934129,1968.0,56,894022.5460689712
2,1,1589,0.9558583429589333,2011,Urban,0.9994641596629711,80.16194859820335,10,197466,2.9265001696436466,260.26355640458183,Contemporary,2,Yes,1,Solar,None,4,4,3,14,Inside,South,6,16.634208758801655,4,39,8.166083513547164,2010.0,11,370334.4504350867
4,3,4344,0.8875348578840977,1908,Rural,4.122504146703701,63.041761838135436,8,138378,1.887329110935858,362.10491540667994,Contemporary,0,No,0,Solar,Window,2,1,2,9,Corner,Central,2,28.6976597967851,8,89,2.826548321636766,1961.0,114,822054.0302561771
4,2,3286,0.6052748057542507,1959,Rural,2.20153350803408,29.29252034031229,3,58287,0.9573099960532823,183.16426234937921,Cape Cod,1,Yes,1,Solar,Window,2,4,4,12,Corner,Central,1,29.82989224753602,3,45,2.990887172438467,1991.0,63,623677.7731605697
5,2,1019,0.842102353372886,1977,Urban,1.026029733858758,37.354029631429555,7,112104,0.8280387073292163,18.388896366544948,Contemporary,1,Yes,0,Gas,None,2,4,2,13,Corner,East,9,17.23853409145384,9,86,5.955194098784342,1969.0,45,297188.10789713747
2,3,1193,0.6604487298074524,1976,Urban,1.4808070169428131,66.99699240966567,8,191508,1.9787738303374565,452.16642376626993,Cape Cod,3,No,0,Solar,Central,4,4,4,4,CulDSac,North,1,5.627143923884294,3,21,9.979826337074737,1954.0,46,312238.6374582352
4,2,2374,0.12462993937754079,2016,Suburban,1.4108824482168776,7.198081846332172,3,116916,2.08249860961732,63.896744128910996,Bungalow,3,Yes,2,Oil,None,3,3,4,11,FR3,North,5,5.3099755902568315,4,51,5.175724179791963,2019.0,6,555338.7530606377
4,2,3059,0.7535364870965344,2020,Suburban,2.644114175556955,25.668059165026346,2,33188,0.6325644275745269,473.9686731898257,Cape Cod,3,Yes,0,Solar,Window,1,4,1,4,Corner,Central,1,23.03380386436708,6,27,9.363086363932906,2001.0,2,655238.3274836227
2,2,1535,0.1401630192039789,1970,Rural,1.2484134443215902,71.3900933396598,8,121205,1.1075047853219644,285.941294133055,Contemporary,2,No,2,Oil,Central,4,3,4,7,CulDSac,South,5,17.962161521835785,9,52,7.8624982824872784,2000.0,52,359298.3989813236
2,2,4408,0.6143786415412268,1914,Urban,0.7054757882677232,48.00185098446209,3,127349,2.4886548030536684,152.78153051071496,Ranch,0,Yes,0,Gas,None,3,3,2,6,Inside,North,5,16.68883001851651,2,62,7.958643141772349,2017.0,108,793628.4897572675
4,3,931,0.7175081955653174,1970,Urban,0.7060851680074276,40.23935648144301,7,167837,0.6240615693588137,247.76231165592233,Cape Cod,1,No,0,Oil,Window,2,1,1,7,Inside,North,7,14.240065237365231,2,16,4.359599891287641,1957.0,52,288969.5963462228
2,1,4049,0.11320122780031247,2001,Suburban,2.9580533659815735,15.14576224004145,1,171879,2.63772165976509,250.8149044615471,Colonial,1,No,1,Gas,Window,3,2,4,10,CulDSac,Central,7,21.891471484159606,2,63,3.8654225017280064,1994.0,21,825500.3392937342
4,1,3302,0.26925492123020517,1997,Rural,3.7003205153619554,44.18490344777326,6,40204,2.1454061913158338,11.643539721290953,Ranch,2,Yes,1,Solar,Window,3,3,3,12,Inside,North,1,25.812598280687194,5,5,1.9192180809081538,2019.0,25,681828.9354185131
4,2,4606,0.9198886206485674,1940,Rural,1.6755117433078701,77.06919707602339,9,72120,1.586058148408012,177.72992594206931,Cape Cod,1,Yes,2,Electric,Central,3,3,3,12,FR2,East,9,9.43726339527127,6,13,9.639412669836535,1978.0,82,886685.1337043457
5,1,4468,0.6354987676212516,1921,Suburban,0.26978847808868367,26.4012846071893,3,132903,1.3660821224272897,369.9328997714587,Colonial,1,Yes,1,Oil,Central,1,2,4,13,Inside,Central,1,7.017074131688774,3,16,9.593936124438201,1991.0,101,835113.0765528086
1,1,4800,0.28397171787000497,1923,Urban,0.7234019459913525,0.5398542183677413,7,183730,0.5481224096222349,255.03459447535397,Ranch,0,No,0,Oil,Central,3,3,1,4,FR2,North,5,20.2708754062908,3,37,7.470677343101828,2007.0,99,940234.527038044
4,2,801,0.7061457825906063,2012,Suburban,4.58200334565158,66.85049011509828,6,67081,2.563037364379608,122.1150585047921,Cape Cod,3,Yes,2,Electric,Central,3,2,1,13,CulDSac,North,7,27.484606509621123,2,68,2.962524498526695,1986.0,10,255274.10415841165
3,2,3097,0.6169375989636051,2000,Suburban,2.51836393198832,97.26266044325526,8,64986,0.8568046349213452,167.554930018472,Bungalow,3,No,2,Gas,Window,3,1,1,4,FR2,North,8,10.770644484250544,6,12,2.451795403422822,1982.0,22,653646.413678769
1,1,2442,0.526496914922051,1943,Suburban,2.3225067671143567,60.68265635885829,3,109322,1.27385497965522,431.52719655797455,Colonial,2,Yes,2,Gas,Window,3,4,2,12,Inside,Central,2,8.537222465733754,1,52,9.88610242386963,1994.0,79,444935.30544181284
1,3,2466,0.9773776262386795,1900,Suburban,0.2864409737194455,11.992185892713014,3,124819,1.9227674509070096,262.77483507511477,Bungalow,3,Yes,0,Solar,Central,4,2,3,7,Corner,South,1,7.170381591950775,9,8,0.665428151081775,1980.0,122,465836.69798306824
1,2,2596,0.6992810885371334,1909,Urban,3.670321409352806,32.07330923446731,4,160015,1.1149815001781356,264.176061275618,Contemporary,3,No,1,Oil,Central,4,4,4,6,FR2,West,4,8.00748177705061,4,43,8.43564292141309,1964.0,113,472947.06970244506
5,3,1509,0.406669054184517,2006,Suburban,2.687533596567187,86.76416147202234,3,80304,1.7428511593805034,480.73372952550505,Cape Cod,2,Yes,2,Gas,Window,3,2,4,12,Inside,North,4,4.480533617329277,2,25,3.5545800048247465,1987.0,16,426207.48168917134
4,1,4905,0.8100697604730246,1979,Urban,1.0901965868239518,23.256807425682858,9,95592,2.523357071846756,160.44069951832168,Cape Cod,2,Yes,0,Solar,None,3,4,3,8,Corner,West,6,18.104957714446428,6,76,4.188697197272205,,43,999891.8124195547
5,2,3789,0.8903541282751284,2009,Suburban,0.6393614248871803,60.769590349760804,4,88548,1.676344836975687,239.7705625531142,Colonial,3,Yes,1,Gas,None,3,1,2,9,CulDSac,West,1,8.784369025507043,5,18,8.319776487488372,2005.0,13,812661.6967497957
4,3,1370,0.16895953154098986,1971,Rural,1.978600531796793,40.267120825399786,6,128447,2.87244336029899,405.856798860417,Cape Cod,0,Yes,1,Electric,Window,2,3,1,4,CulDSac,North,1,18.640858668908184,3,47,0.9060301600535803,1968.0,51,363164.6418507756
5,2,3755,0.24052532895300316,1955,Urban,4.2020936245556255,20.7843721419649,8,69986,2.6187515509408543,379.45612444351485,Contemporary,2,Yes,2,Electric,Central,3,1,3,4,FR3,North,3,2.949454310620759,3,80,3.5416967852025714,1990.0,67,761935.178751867
5,1,3101,0.2554156586713907,2012,Rural,4.33994334008502,81.34068935646796,8,104095,1.3325980884084854,132.8997109643363,Cape Cod,1,No,0,Electric,Central,3,3,4,10,CulDSac,West,5,3.9059753674774327,5,79,9.520242771695731,2020.0,10,691668.1716538062
3,3,3314,0.7066512189172134,1988,Suburban,3.053947263938619,74.28312764656903,5,121594,1.4999053114598444,75.54552380269291,Ranch,2,Yes,1,Solar,Window,4,4,2,13,FR3,South,6,16.316186870009865,4,29,6.990659127712564,1982.0,34,698622.6097368358
5,1,4185,0.6228875773006192,1949,Suburban,3.6649284934276993,66.15910659592654,5,118281,1.5583168175563178,350.35228809368414,Bungalow,1,No,0,Oil,None,4,4,4,11,CulDSac,West,5,15.590162862042412,5,31,7.549391648058904,1998.0,73,829188.5726115835
2,1,2228,0.6380419864636588,1911,Suburban,0.6642633582740648,23.63365902687512,6,96151,2.065448632311287,128.82808840359738,Contemporary,2,Yes,1,Electric,Window,4,3,1,14,CulDSac,South,5,8.509542838767715,2,77,7.575053009554765,1959.0,111,426246.3636672245
3,2,986,0.9437346347050259,1988,Urban,2.981817720792489,9.785700271645004,10,103598,1.2169893229713495,461.33791426212053,Contemporary,2,Yes,2,Electric,Window,1,2,3,11,CulDSac,East,9,24.900360122806003,1,78,0.6057008316394452,1991.0,34,292942.9973848365
5,3,4021,0.7871159561669406,1980,Rural,3.368131947087191,57.61593298259662,7,58214,2.9231228470562716,64.62384699461305,Bungalow,3,No,2,Gas,Window,2,1,1,10,FR3,South,2,6.017891363592709,5,75,2.0320759326043114,1958.0,42,826547.6034689255
1,1,4608,0.171540078286194,1959,Urban,1.083492930277582,55.36778335394333,10,68745,2.021710551508752,159.15760006738827,Bungalow,3,Yes,1,Electric,Central,3,2,2,14,FR3,Central,1,11.139503163403988,1,74,4.912632560812118,1956.0,63,856416.6125664412
2,1,4693,0.38013172830392195,1925,Urban,4.412758191260268,18.8385009334873,7,171753,1.498504146852834,27.393623462456883,Contemporary,3,Yes,0,Oil,Central,4,4,3,12,FR2,North,6,16.887595329135866,3,68,3.6815023247537515,2020.0,97,902733.2742378438
2,3,4963,0.4636239638669488,2009,Suburban,1.0554840138529968,5.6246694315172485,4,168056,2.1125245387289184,351.65265343168903,Bungalow,0,No,1,Solar,Central,1,1,1,4,Inside,East,9,26.082727524203257,8,10,4.109122931328535,1967.0,13,981225.0990024237
2,1,3066,0.4261635093102246,2011,Rural,1.6360390632476072,8.070845419398598,6,188651,1.4885125263242691,445.6313244576992,Colonial,3,No,0,Electric,None,3,1,1,5,Inside,West,7,12.847253767419911,8,97,7.814473786256726,2013.0,11,668300.1357385822
3,1,2882,0.6858431787037852,1977,Suburban,3.1407285504149476,99.27709865127338,7,120810,2.5444892024485473,317.9372636655035,Bungalow,3,Yes,1,Solar,Window,3,2,1,6,Inside,South,8,12.258728185506678,9,82,0.14679235067735275,2003.0,45,584071.8756893387
5,3,2456,0.8972984480937345,1940,Urban,3.227915319140581,78.35838947428837,5,188471,1.9196024013793032,468.8765077557418,Ranch,2,No,2,Solar,Window,4,3,2,8,CulDSac,East,5,17.596354126937943,1,25,6.604919263212388,2000.0,82,533681.2955677446
5,3,2598,0.34074889034664857,1935,Suburban,3.5269852308381,92.19874759651726,5,192553,0.6049262585151676,64.25198925060482,Ranch,2,No,0,Oil,None,3,3,1,7,Inside,Central,4,9.84251475615544,4,25,0.0011023180182245795,1951.0,87,541457.8917607254
1,3,1836,0.5742832796001264,2020,Rural,0.6488573940342078,19.505472223636332,2,30944,0.9418921685586519,43.866963631349456,Colonial,0,No,2,Gas,Central,3,1,4,7,FR3,South,6,21.42061096820789,6,16,0.630585255762437,2001.0,2,397228.51103804784
1,3,4744,0.7999389508179063,1922,Suburban,4.262375706649921,96.0568536323435,7,123993,2.6624849325738364,419.2063655836854,Bungalow,1,No,0,Gas,Window,3,3,3,11,FR2,West,3,7.83653024967664,7,94,4.082861198376239,1992.0,100,891611.1196988432
2,2,1750,0.44540715590308183,1942,Rural,2.7109509481879734,14.265435147316207,6,39114,1.9072495658919748,427.75558769325386,Ranch,2,Yes,1,Solar,None,4,4,3,11,Corner,West,1,24.784281909736258,5,82,8.409485198048214,1996.0,80,325566.6921663449
1,3,4918,0.20971222197933104,1905,Rural,2.409476791114835,50.90818285664711,1,69846,2.875858691284763,415.5197635535641,Cape Cod,2,Yes,2,Electric,Central,1,2,1,14,FR2,South,4,8.534425687437105,7,43,1.4499576556446048,2002.0,117,889149.6236844142
3,2,2031,0.5012034170005608,2010,Suburban,4.907378360116197,82.9695684417064,4,62596,0.681055782151712,399.48245126687283,Bungalow,1,No,2,Solar,Central,3,2,2,10,Inside,Central,9,29.78468428757011,8,83,5.5462140912861155,1964.0,12,489363.6400101701
5,2,2419,0.10246139470587705,1968,Urban,3.727853655010997,34.98033545115794,3,134087,1.2381515752149348,181.1141819693301,Colonial,0,Yes,0,Gas,Window,1,2,4,4,Inside,North,4,9.835642992665457,6,22,6.785052268267442,1978.0,54,535813.3687612981
2,2,2924,0.945264281302163,1942,Suburban,0.6782295304349368,42.48285331769005,3,36907,0.9838584330989315,108.73104179569387,Bungalow,2,No,0,Electric,Central,3,1,4,13,FR3,North,1,26.425371090328333,4,24,2.295328841721606,1976.0,80,529498.5988228819
1,1,1730,0.12108014493522438,1924,Urban,3.80704191940858,12.818511029909786,7,189186,1.8846007305718406,464.40200999889504,Contemporary,3,Yes,0,Gas,None,4,1,3,7,FR2,West,4,12.22200064612869,1,91,5.123302552695829,1964.0,98,320645.116791262
3,2,3258,0.46653387948804925,1917,Urban,0.5667197764670605,12.292187999897275,10,55009,1.4569820776997733,153.50009142416698,Contemporary,0,Yes,2,Oil,Central,1,3,3,4,FR3,Central,7,7.758617839912445,5,36,9.114072831381923,1999.0,105,647495.9177683519
3,2,4100,0.5533871980340999,1961,Suburban,0.2346057563136258,61.956822477865956,4,114846,0.8931838351909831,199.2038410820161,Ranch,1,No,1,Gas,Window,4,2,4,14,FR3,West,3,7.171815888580479,4,75,5.122285253655328,1981.0,61,765482.4793773643
1,1,974,0.9860386406729212,1912,Urban,2.077766886822496,67.55323686200568,8,80241,2.106879784898867,349.7794797258166,Contemporary,1,No,0,Electric,None,2,4,3,8,Corner,North,6,25.58064281457141,5,64,1.5732306178764799,1973.0,110,142109.23599096565
5,1,2720,0.20772073246071776,1942,Urban,4.968533046814171,77.73325140821933,9,196797,1.8407459144929663,146.6780399969938,Colonial,3,Yes,1,Electric,Central,3,4,1,6,FR3,West,1,9.608213096229864,4,1,6.278142966875447,1966.0,80,599440.2747806313
1,1,4620,0.15870994268174063,1977,Suburban,0.956931287354827,55.668205268175356,3,48996,1.1868406282407524,409.5651107805006,Ranch,3,Yes,0,Solar,Central,2,2,4,6,FR3,South,4,10.487608764312537,9,73,5.92200180008514,1974.0,45,854683.0651524959
2,3,2621,0.058270839709416405,1927,Suburban,3.3959572832812714,64.5759292261306,5,167119,1.6994283944559445,35.01731181589063,Colonial,3,Yes,1,Electric,Central,2,1,3,7,Corner,South,3,6.311295147248746,3,97,0.2695475979813122,1954.0,95,507123.37010075396
1,1,4305,0.1977928650258372,1917,Suburban,0.9496407244099849,1.3517271699720057,4,58767,2.3643457876029736,395.59133369446727,Colonial,0,No,0,Oil,None,2,1,1,5,CulDSac,Central,1,28.859079184428396,3,31,0.9059440574756661,1986.0,105,718286.0394909795
3,1,3859,0.24690933011428423,1958,Urban,3.651456177296092,16.217072713718807,10,46347,1.0131791863766464,300.9256613089021,Contemporary,1,Yes,1,Gas,Central,3,1,1,10,CulDSac,North,3,7.719946247665487,7,88,1.5678135514101077,1992.0,64,799904.4142143731
1,2,4035,0.6490518945039377,1959,Rural,2.5762329743653485,98.49147660169047,6,132063,1.2322643667543227,286.4968220567964,Contemporary,3,No,2,Solar,Window,4,4,4,7,Corner,Central,4,7.799586759957555,2,73,1.3628907756186992,2015.0,63,806099.6109819978
5,1,2489,0.25872145087183035,1962,Urban,3.4318613794379442,7.59935063158318,10,54102,1.365277467735288,229.18851956933034,Colonial,3,No,0,Solar,None,2,2,1,8,FR3,Central,5,28.344987762513526,9,54,2.594657705609331,1991.0,60,571550.4140376007
4,3,2423,0.06949477399285894,1956,Rural,1.0940785619797495,67.8788222260245,4,34263,2.366816093002579,138.5227981417112,Contemporary,1,No,0,Electric,None,1,4,4,5,Inside,North,6,27.076516222357895,8,49,4.541053232355679,1954.0,66,520042.7916022844
1,1,2074,0.8352874282273642,1991,Suburban,3.75357882935046,17.608263303171622,8,138585,2.6173064988772676,232.03514271561832,Contemporary,2,Yes,2,Oil,Central,3,2,1,9,FR2,East,2,7.84287105380735,6,64,3.717162978989844,2012.0,31,452651.87305060646
5,3,2842,0.3973159159537684,1950,Rural,4.978533392151263,71.6718585767642,3,97438,1.4409712411040272,225.01425600934365,Contemporary,0,No,0,Solar,None,4,4,4,12,Inside,East,2,26.009404300780684,9,31,8.906498914045969,1961.0,72,530514.7625837221
5,1,3843,0.3860118522516972,1955,Suburban,3.361687453067203,70.59904029619935,5,126359,1.2415521545847956,291.87709439153497,Bungalow,2,Yes,0,Oil,Window,4,4,4,11,Inside,West,6,7.869784786040448,3,36,6.121094094063371,2013.0,67,796257.6879759507
3,1,3734,0.3373550777095302,1926,Suburban,2.518051990557101,23.41990597880902,1,191612,2.723616895879193,140.78714292776513,Colonial,3,No,2,Oil,None,2,3,4,11,FR3,East,5,2.991692863159796,4,75,8.76144349961843,1986.0,96,709180.363845942
5,1,2670,0.9766046132890999,1931,Rural,4.623552544234397,26.96343992192042,6,160251,2.9984123304816968,38.79779098807451,Cape Cod,0,Yes,2,Gas,Window,3,4,4,5,FR2,South,1,24.70065977767684,7,81,5.270393249175989,2012.0,91,549558.3078244413
5,1,959,0.2116096464438174,2010,Suburban,0.17767402693619389,65.47707136020883,5,57690,2.175884099154498,72.54472331956913,Colonial,2,Yes,1,Gas,Central,2,2,1,7,FR2,Central,3,23.260965655550944,1,93,0.8987047068933995,1962.0,12,257329.9257988334
5,3,2641,0.9033261607555734,1908,Rural,3.676625244500524,39.00860387802136,8,32994,2.974951537472952,349.5887157307864,Ranch,1,No,2,Gas,None,1,4,4,11,CulDSac,West,5,9.192680089898408,1,12,4.632874490664348,1965.0,114,513320.3535805174
5,3,1741,0.7879631655328936,2003,Suburban,4.454857932387683,19.45479696999113,9,133533,2.149915694504775,11.246164817770243,Contemporary,3,No,2,Oil,Window,4,3,3,14,Corner,Central,2,3.159100061116975,1,53,8.220325468423649,1961.0,19,482765.73127604515
2,2,2235,0.12265595772434743,1995,Urban,0.4022054597426916,73.16795987874818,8,97546,2.3336506800195624,428.221522322715,Contemporary,0,Yes,0,Gas,Central,4,3,1,4,FR3,North,1,6.5899470920758585,8,2,1.9410376716710809,2021.0,27,493392.979078185
2,3,4600,0.9873926464258063,1983,Urban,2.3053144350372152,15.414752433633417,8,168449,1.4716400038587842,347.19866373995666,Cape Cod,0,Yes,2,Solar,Window,3,2,4,11,FR2,East,9,23.24616884174073,6,84,0.9121427875264976,1954.0,39,937113.2924153557
3,1,2543,0.30779766536206,1991,Suburban,1.1031253243549948,85.56436641449466,3,108572,1.5824188674976338,384.04327065385814,Ranch,0,No,0,Solar,None,4,3,1,6,FR3,North,5,28.960060540801585,3,41,3.294347383382601,1954.0,31,464109.75090100133
1,2,3961,0.1436537806712917,1996,Suburban,2.8759390113803676,51.46695240518275,4,56467,0.8603391599734879,417.9922245467374,Bungalow,0,No,2,Electric,None,3,3,1,11,CulDSac,West,2,8.1405611179375,7,77,3.888978306401396,1985.0,26,749727.987477929
5,2,3580,0.8378485224194715,1967,Rural,3.2827604971579367,10.57006038793007,4,161120,2.556875036912808,61.35522196509058,Colonial,3,Yes,2,Oil,Window,2,1,1,9,Inside,South,4,24.63863463054575,6,39,3.062576764059044,2005.0,55,702265.8524050467
1,2,606,0.7213417569938149,1945,Urban,1.5828535963508998,69.40723335309843,5,198050,2.8276475772180003,411.22554548503314,Bungalow,3,Yes,1,Gas,Central,1,2,1,10,FR2,East,3,7.2240133914460545,5,73,1.35240785624556,2001.0,77,147121.4343302233
1,1,3867,0.6363578655840058,2020,Rural,2.353910181422694,51.91630395745405,9,77606,2.05859533423528,252.3212188295282,Ranch,1,No,2,Solar,Central,3,3,4,5,CulDSac,North,7,20.548211558839967,3,65,2.508398597217145,1994.0,2,783300.5168665032
3,3,2191,0.19818182051398647,1997,Suburban,1.4687634778551417,29.805757179480953,9,128112,1.3591182711134961,442.76191937659854,Cape Cod,1,Yes,2,Oil,Central,2,3,1,4,FR3,East,1,2.9665973364300267,4,59,6.822824046021103,1952.0,25,514980.23816251697
5,1,3864,0.5045713104431638,2011,Suburban,1.9100167058300577,42.25393802238548,10,103414,0.8850408134359157,443.29330053017173,Ranch,1,No,0,Oil,Central,1,3,3,9,CulDSac,Central,4,17.76622139127667,1,10,3.8592851629316396,1982.0,11,846159.1500840521
5,2,3206,0.7915282255428532,1966,Rural,0.8817457877732756,29.833774358749878,1,123145,1.1628905742632873,12.089021877085104,Cape Cod,2,No,0,Gas,Window,4,2,1,6,CulDSac,South,7,8.441101790244186,9,0,6.325494446185558,2014.0,56,641473.6185285096
4,1,3819,0.3384427412366482,1925,Suburban,4.439241273569594,26.302583574278405,8,78115,1.1385260521296083,191.43260774176946,Bungalow,1,No,1,Oil,None,1,1,1,7,CulDSac,East,5,27.812455487642882,5,25,5.363037799187325,2011.0,97,711558.3278855229
1,1,3873,0.34610533708928937,1907,Urban,0.1490510117397685,16.360842084371217,1,119606,2.033819710408933,263.1993979326367,Bungalow,3,No,2,Gas,Window,1,4,3,12,CulDSac,South,4,9.047651218979132,2,41,5.49052939857669,2009.0,115,692036.8531159079
1,3,1513,0.05298386074571601,1905,Rural,4.4238050135745635,36.276713313747585,2,70647,2.8625936634090112,339.18004489145096,Ranch,2,Yes,0,Gas,None,1,1,4,6,CulDSac,Central,4,12.254000498438044,9,61,2.48549557947796,1990.0,117,247210.2175928178
2,3,2611,0.21553123156311055,1979,Urban,2.901226503913719,25.098720631607073,7,84607,0.6206797173949536,143.09312334206697,Ranch,3,No,2,Gas,None,4,2,3,5,CulDSac,Central,2,25.300033779060136,7,60,5.2154303276818155,2012.0,43,574031.9428209685
4,2,2042,0.8816353438657426,1923,Urban,1.725123436467386,68.34344870539171,8,51996,0.50255574898612,126.07113033232615,Contemporary,2,No,1,Oil,Window,3,2,2,5,Corner,North,8,13.429100185130432,8,76,0.23594713863201777,1965.0,99,372289.56814268604
2,1,3654,0.46965916705582167,1947,Urban,3.642979914755616,68.38767411633063,1,113697,2.0004548607858137,190.63285954452363,Cape Cod,1,Yes,0,Oil,Window,3,2,3,5,FR3,West,4,7.533161427950094,3,91,4.317437423249261,2009.0,75,667389.5922373594
2,1,4146,0.9850227742727122,2002,Rural,2.5879855441270556,50.18402425556384,3,76022,1.210151155199288,250.46934587494724,Contemporary,1,Yes,0,Gas,Central,1,4,4,9,Inside,North,2,16.652557466381765,7,99,5.726228231899151,1978.0,20,816982.543084931
2,3,4821,0.4259225653951029,1993,Suburban,2.5456324247272724,77.79445274703211,7,70148,2.7013708558473923,475.5731157027067,Colonial,1,No,1,Oil,None,2,2,3,5,FR3,South,9,25.279740271674466,1,84,1.819956213541093,1991.0,29,964550.8589018252
3,1,3528,0.7294271320412292,1944,Urban,0.6396971863029356,84.13397190060482,9,97764,1.3181257697645425,381.05423334871875,Colonial,2,No,2,Gas,Central,2,1,1,14,FR2,North,7,13.278739554137246,6,61,2.5655850624895136,1955.0,78,655233.6765071787
3,1,2429,0.31782309075949267,1912,Urban,2.008628527132503,57.97664574342731,8,121901,1.2243440013222233,214.66058346885265,Ranch,3,No,0,Electric,Central,1,3,4,10,FR2,East,3,4.420210431543595,6,73,2.1953101981561938,2021.0,110,432713.11920653994
